year,geo_name,geo,soc_name,soc,num_ppl,num_ppl_moe,num_ppl_rca,avg_wage,avg_wage_moe
2016,United States,01000US,Grounds maintenance workers,373010,1056797,12563.4,1,22274,183.044
2016,United States,01000US,Firstline supervisors of gaming workers,391010,40282,1648.71,1,42926.2,1461.24
2016,United States,01000US,Firstline supervisors of personal service workers,391021,86840,2623.62,1,39031.2,1461.59
2016,United States,01000US,Animal trainers,392011,29102,1862.16,1,29192.6,2113.87
2016,United States,01000US,Nonfarm animal caretakers,392021,180913,3902.95,1,19315.6,387.554
2016,United States,01000US,Gaming services workers,393010,101084,2951.31,1,33921.3,594.873
2016,United States,01000US,Motion picture projectionists,393021,4265,633.425,1,23196.3,4041.69
2016,United States,01000US,"Ushers, lobby attendants, & ticket takers",393031,45595,2379.92,1,10370.5,1084.24
2016,United States,01000US,Miscellaneous entertainment attendants & related workers,393090,196492,4051.8,1,13932.9,374.784
2016,United States,01000US,"Morticians, undertakers, & funeral directors",394031,36240,1784.45,1,53750.3,1877.66
2016,United States,01000US,Barbers,395011,62940,2740.26,1,22622.3,648.397
2016,United States,01000US,"Hairdressers, hairstylists, & cosmetologists",395012,578542,8441.53,1,23153.4,266.018
2016,United States,01000US,Miscellaneous personal appearance workers,395090,254277,5891.72,1,20693.3,460.612
2016,United States,01000US,"Baggage porters, bellhops, & concierges",396010,84798,2985.81,1,28399.7,723.198
2016,United States,01000US,Tour & travel guides,397010,52102,1909.37,1,17341.2,923.049
2016,United States,01000US,Childcare workers,399011,926672,8542.34,1,14821.2,178.717
2016,United States,01000US,Personal care aides,399021,1199776,10375.5,1,18264.7,170.801
2016,United States,01000US,Recreation & fitness workers,399030,381189,6803.52,1,21761,420.082
2016,United States,01000US,Residential advisors,399041,84672,2702,1,14238.3,551.182
2016,United States,01000US,"Personal care & service workers, all other ",399099,102831,3173.88,1,19064.5,653.03
2016,United States,01000US,Firstline supervisors of retail sales workers,411011,2844003,16382.4,1,47869.4,260.185
2016,United States,01000US,Firstline supervisors of nonretail sales workers,411012,1081588,9917.43,1,82852.7,794.278
2016,United States,01000US,Cashiers,412010,3393258,18938.5,1,14008.8,92.699
2016,United States,01000US,Counter & rental clerks,412021,86086,2767.38,1,25545,1142.47
2016,United States,01000US,Parts salespersons,412022,109513,3313.8,1,35201,1185.71
2016,United States,01000US,Retail salespersons,412031,3339727,17510.2,1,28150.6,196.107
2016,United States,01000US,Advertising sales agents,413011,174366,3914.97,1,70253.2,1855.32
2016,United States,01000US,Insurance sales agents,413021,480239,5787.68,1,68068.9,1011.5
2016,United States,01000US,"Securities, commodities, & financial services sales agents",413031,235400,5064.96,1,131471,2294.93
2016,United States,01000US,Travel agents,413041,63113,2490.43,1,39078.5,1011.36
2016,United States,01000US,"Sales representatives, services, all other",413099,618287,7146.76,1,76271.5,884.488
2016,United States,01000US,"Sales representatives, wholesale & manufacturing",414010,1315249,11625.4,1,77321.7,520.293
2016,United States,01000US,"Models, demonstrators, & product promoters",419010,55121,2583.02,1,19266.2,1347.03
2016,United States,01000US,Real estate brokers & sales agents,419020,557274,7264.69,1,67064.1,750.448
2016,United States,01000US,Sales engineers,419031,34099,1815.94,1,113121,3584.77
2016,United States,01000US,Telemarketers,419041,85532,3117.07,1,20545.1,814.67
2016,United States,01000US,"Doortodoor sales workers, news & street vendors, & related workers",419091,97555,2915.33,1,24489.7,1721.26
2016,United States,01000US,Other Sales Workers,419099,257113,4688.75,1,56952.6,1291.88
2016,United States,01000US,Firstline supervisors of office & administrative support workers,431011,1327182,10017.8,1,54644.5,371.544
2016,United States,01000US,"Switchboard operators, including answering service",432011,30776,1882.4,1,25875.8,891.788
2016,United States,01000US,Telephone operators,432021,38055,1718.94,1,28403.4,1496.86
2016,United States,01000US,"Communications equipment operators, all other",432099,11246,1065.65,1,42111.4,3369.73
2016,United States,01000US,Bill & account collectors,433011,171785,3474.77,1,34651,622.984
2016,United States,01000US,Billing & posting clerks,433021,489552,6311.3,1,34060.6,363.245
2016,United States,01000US,"Bookkeeping, accounting, & auditing clerks",433031,1180581,10541.6,1,36082.9,238.426
2016,United States,01000US,Gaming cage workers,433041,8767,842.427,1,27160.5,1542.41
2016,United States,01000US,Payroll & timekeeping clerks,433051,164433,4064.6,1,39768.4,449.518
2016,United States,01000US,Procurement clerks,433061,33211,1648.74,1,60038.9,2147.68
2016,United States,01000US,Tellers,433071,366558,6322.42,1,22929.2,283.862
2016,United States,01000US,Other financial clerks,433099,111134,3212.7,1,69591.1,1934
2016,United States,01000US,Brokerage clerks,434011,7215,728.435,1,48900.2,3011.16
2016,United States,01000US,"Court, municipal, & license clerks",434031,74346,2299.92,1,38810.4,664.255
2016,United States,01000US,"Credit authorizers, checkers, & clerks",434041,42571,2349.55,1,48055.3,2026.14
2016,United States,01000US,Customer service representatives,434051,2630200,17461,1,30363,160.492
2016,United States,01000US,"Eligibility interviewers, government programs",434061,76299,2637.82,1,44384.6,880.365
2016,United States,01000US,File clerks,434071,281699,5329.78,1,26331.1,361.316
2016,United States,01000US,"Hotel, motel, & resort desk clerks",434081,145575,4295.04,1,19607.8,440.515
2016,United States,01000US,"Interviewers, except eligibility & loan",434111,133060,3536.17,1,29045.9,624.966
2016,United States,01000US,"Library assistants, clerical",434121,106378,2754.49,1,17122.9,385.794
2016,United States,01000US,Loan interviewers & clerks,434131,121435,3940.78,1,43482.3,808.653
2016,United States,01000US,New accounts clerks,434141,15900,1163.21,1,43634.3,2783.77
2016,United States,01000US,"Human resources assistants, except payroll & timekeeping",434161,64156,2372.03,1,39883.7,1080.14
2016,United States,01000US,Receptionists & information clerks,434171,1164746,9283.3,1,22612.9,152.927
2016,United States,01000US,Reservation & transportation ticket agents & travel clerks,434181,125158,3696.58,1,38419.5,941.708
2016,United States,01000US,"Information & record clerks, all other",434199,108492,3249.61,1,35688,682.827
2016,United States,01000US,Cargo & freight agents,435011,21318,1454.01,1,41196.6,2156.07
2016,United States,01000US,Couriers & messengers,435021,198341,4053.26,1,35004.3,588.52
2016,United States,01000US,Dispatchers,435030,282384,5511.71,1,39288.2,417.569
2016,United States,01000US,"Meter readers, utilities",435041,28223,1651.38,1,39556.1,1737.11
2016,United States,01000US,Postal service clerks,435051,111510,3005.36,1,48968.4,637.701
2016,United States,01000US,Postal service mail carriers,435052,310620,5070.3,1,49943.9,322.937
2016,United States,01000US,"Postal service mail sorters, processors, & processing machine operators",435053,70784,2434.55,1,46435.1,778.52
2016,United States,01000US,"Production, planning, & expediting clerks",435061,319195,5588.61,1,48716.8,580.041
2016,United States,01000US,"Shipping, receiving, & traffic clerks",435071,594991,7213.86,1,29609.7,266.434
2016,United States,01000US,Stock clerks & order fillers,435081,1603535,12984.9,1,22019.5,159.506
2016,United States,01000US,"Weighers, measurers, checkers, & samplers, recordkeeping",435111,79511,2744.41,1,34891.3,988.087
2016,United States,01000US,Secretaries & administrative assistants,436010,3300958,20022.2,1,34078.8,116.394
2016,United States,01000US,Computer operators,439011,97542,3324.73,1,43026.9,1083.08
2016,United States,01000US,Data entry keyers,439021,353705,4682.09,1,28669.7,375.753
2016,United States,01000US,Word processors & typists,439022,308530,5863.27,1,30070.6,344.82
2016,United States,01000US,Insurance claims & policy processing clerks,439041,364697,5295.83,1,39148.3,452.268
2016,United States,01000US,"Mail clerks & mail machine operators, except postal service",439051,83416,2724.84,1,25585.9,584.653
2016,United States,01000US,"Office clerks, general",439061,1255547,10006.6,1,29605.3,207.072
2016,United States,01000US,"Office machine operators, except computer",439071,37712,1833.76,1,25727.2,957.87
2016,United States,01000US,Proofreaders & copy markers,439081,10171,944.263,1,29671.9,1727.33
2016,United States,01000US,Statistical assistants,439111,20475,1241.48,1,45694,1758.22
2016,United States,01000US,"Firstline supervisors of farming, fishing, & forestry workers",451011,56257,2240.93,1,43822.4,1117.98
2016,United States,01000US,Agricultural inspectors,452011,14439,974.529,1,48264,1874.38
2016,United States,01000US,"Graders & sorters, agricultural products",452041,56909,2117.76,1,19000.2,1166.57
2016,United States,01000US,Fishing & hunting workers,453000,20690,1475.9,1,41804.7,2979.29
2016,United States,01000US,Forest & conservation workers,454011,13612,1106.21,1,32675.7,3136.83
2016,United States,01000US,Logging workers,454020,49576,1999.27,1,32412.9,1401.1
2016,United States,01000US,Firstline supervisors of construction trades & extraction workers,471011,676665,6056.2,1,65606.5,497.222
2016,United States,01000US,Boilermakers,472011,14598,1047.08,1,54731,2518.7
2016,United States,01000US,Carpenters,472031,876807,10046.5,1,36097.5,305.828
2016,United States,01000US,"Carpet, floor, & tile installers & finishers",472040,116577,3902.93,1,32131.2,746.869
2016,United States,01000US,"Cement masons, concrete finishers, & terrazzo workers",472050,50752,2137.45,1,35656.9,1209.81
2016,United States,01000US,Construction laborers,472061,1401857,13883.3,1,32625,228.984
2016,United States,01000US,"Paving, surfacing, & tamping equipment operators",472071,11946,933.708,1,35661.9,2164.94
2016,United States,01000US,"Drywall installers, ceiling tile installers, & tapers",472080,114257,4172.2,1,30377.6,648.455
2016,United States,01000US,Electricians,472111,719809,7990.03,1,51448.3,388.07
2016,United States,01000US,Glaziers,472121,37726,1749.4,1,39188.7,1312
2016,United States,01000US,Insulation workers,472130,42534,2177.62,1,39357.8,1403
2016,United States,01000US,Painters & paperhangers,472140,432267,8218.95,1,30230.6,417.059
2016,United States,01000US,"Pipelayers, plumbers, pipefitters, & steamfitters",472150,487186,6282.99,1,47124.5,428.765
2016,United States,01000US,Plasterers & stucco masons,472161,27226,1726.97,1,31189.9,1607.52
2016,United States,01000US,Roofers,472181,180414,5111.89,1,29430.2,577.797
2016,United States,01000US,Sheet metal workers,472211,117700,3738.84,1,42970.7,645.573
2016,United States,01000US,Structural iron & steel workers,472221,58159,2411.31,1,47036.6,1117.72
2016,United States,01000US,"Helpers, construction trades",473010,45823,2297.03,1,24656.6,930.623
2016,United States,01000US,Construction & building inspectors,474011,81649,2326.74,1,53901,1184.27
2016,United States,01000US,Elevator installers & repairers,474021,23589,1324.58,1,82262.4,2527.59
2016,United States,01000US,Fence erectors,474031,24295,1770.23,1,28199.2,1290.12
2016,United States,01000US,Hazardous materials removal workers,474041,31040,1554.94,1,41124.2,1429.87
2016,United States,01000US,Highway maintenance workers,474051,99394,3276.44,1,39041.3,740.669
2016,United States,01000US,Railtrack laying & maintenance equipment operators,474061,11719,1136.29,1,52992.8,2272.84
2016,United States,01000US,"Earth drillers, except oil & gas",475021,25507,1721.99,1,55210.2,2417.5
2016,United States,01000US,"Explosives workers, ordnance handling experts, & blasters",475031,18640,1304.76,1,47707.5,2503.63
2016,United States,01000US,Mining machine operators,475040,63571,2482.67,1,64758.3,1445.35
2016,United States,01000US,"Firstline supervisors of mechanics, installers, & repairers",491011,273676,4693.35,1,62880.6,721.283
2016,United States,01000US,"Computer, automated teller, & office machine repairers",492011,202545,4219.45,1,43676.2,674.237
2016,United States,01000US,Radio & telecommunications equipment installers & repairers,492020,162132,3472.3,1,52726.7,709.183
2016,United States,01000US,Avionics technicians,492091,25010,1714.44,1,47166.6,1590.78
2016,United States,01000US,"Electric motor, power tool, & related repairers",492092,24760,1231.6,1,46658.2,1406.51
2016,United States,01000US,"Electronic equipment installers & repairers, motor vehicles",492096,10574,974.397,1,45221.4,3236.81
2016,United States,01000US,Electronic home entertainment equipment installers & repairers,492097,37838,1987.85,1,39940.6,1273.74
2016,United States,01000US,Security & fire alarm systems installers,492098,52412,2400.57,1,43794,987.626
2016,United States,01000US,Aircraft mechanics & service technicians,493011,184525,3884.56,1,54312.8,655.49
2016,United States,01000US,Automotive body & related repairers,493021,124847,3280.08,1,41451.3,747.028
2016,United States,01000US,Automotive glass installers & repairers,493022,15723,1251.01,1,34190.7,1524.82
2016,United States,01000US,Automotive service technicians & mechanics,493023,740636,9563.29,1,38328.3,256.84
2016,United States,01000US,Bus & truck mechanics & diesel engine specialists,493031,298305,4883.49,1,43990.2,381.535
2016,United States,01000US,Heavy vehicle & mobile equipment service technicians & mechanics,493040,202342,3810.08,1,51427,621.728
2016,United States,01000US,Small engine mechanics,493050,39337,2040.08,1,33928.4,1192.31
2016,United States,01000US,"Miscellaneous vehicle & mobile equipment mechanics, installers, & repairers",493090,79162,2877.63,1,26963.4,801.224
2016,United States,01000US,Control & valve installers & repairers,499010,18996,1369.59,1,53578.1,1873.28
2016,United States,01000US,"Heating, air conditioning, & refrigeration mechanics & installers",499021,333565,5231.71,1,44837.9,402.551
2016,United States,01000US,Home appliance repairers,499031,30279,1892.55,1,39751.2,1622.72
2016,United States,01000US,"Maintenance workers, machinery",499043,31616,1503.29,1,48020.1,1514.7
2016,United States,01000US,Millwrights,499044,44614,2228.21,1,61338.6,1236.14
2016,United States,01000US,Electrical powerline installers & repairers,499051,110977,2790.79,1,70384.8,1105.61
2016,United States,01000US,Telecommunications line installers & repairers,499052,142204,3708.51,1,50247.2,850.622
2016,United States,01000US,Precision instrument & equipment repairers,499060,56016,2539.33,1,51826,1409.68
2016,United States,01000US,"Maintenance & repair workers, general",499071,519007,6456.16,1,43366.7,345.645
2016,United States,01000US,"Coin, vending, & amusement machine servicers & repairers",499091,34664,1729.5,1,33114.6,1121.12
2016,United States,01000US,Locksmiths & safe repairers,499094,21232,1321.26,1,41721.5,2088.39
2016,United States,01000US,Riggers,499096,12196,1117.8,1,45512.4,2323.54
2016,United States,01000US,"Helpersinstallation, maintenance, & repair workers ",499098,22100,1375.99,1,23449,1095.04
2016,United States,01000US,Firstline supervisors of production & operating workers,511011,876311,8850.94,1,59316.6,422.577
2016,United States,01000US,"Aircraft structure, surfaces, rigging, & systems assemblers",512011,6661,973.303,1,44609.8,2904.61
2016,United States,01000US,"Electrical, electronics, & electromechanical assemblers",512020,132938,3899.32,1,30956,476.183
2016,United States,01000US,Engine & other machine assemblers,512031,13122,1093.12,1,41817,2042.08
2016,United States,01000US,Structural metal fabricators & fitters,512041,27296,1585.55,1,41106.7,1446.06
2016,United States,01000US,Miscellaneous assemblers & fabricators,512090,997181,9754.7,1,31088.2,225.563
2016,United States,01000US,Bakers,513011,215607,4478.41,1,21946.8,425.941
2016,United States,01000US,"Butchers & other meat, poultry, & fish processing workers",513020,268886,5726.02,1,28023,399.261
2016,United States,01000US,"Food & tobacco roasting, baking, & drying machine operators & tenders",513091,9737,835.03,1,29279.6,2154.24
2016,United States,01000US,Food batchmakers,513092,88588,3094.6,1,25081,702.918
2016,United States,01000US,Food cooking machine operators & tenders,513093,9374,881.435,1,23216.5,1524.47
2016,United States,01000US,"Food processing workers, all other",513099,126347,3352.33,1,32365.6,658.11
2016,United States,01000US,Computer control programmers & operators,514010,85887,2781.62,1,44658.4,827.929
2016,United States,01000US,"Extruding & drawing machine setters, operators, & tenders, metal & plastic",514021,12492,1016.46,1,38598.8,1714.81
2016,United States,01000US,"Forging machine setters, operators, & tenders, metal & plastic",514022,7780,863.242,1,41016,1782.06
2016,United States,01000US,"Rolling machine setters, operators, & tenders, metal & plastic",514023,9229,900.516,1,41056.3,2247.89
2016,United States,01000US,"Machine tool cutting setters, operators, & tenders, metal & plastic",514030,153706,3311.37,1,34082.4,507.086
2016,United States,01000US,Machinists,514041,356600,5403.57,1,46558.8,411.676
2016,United States,01000US,"Metal furnace operators, tenders, pourers, & casters",514050,22995,1430.51,1,44521.7,1533.37
2016,United States,01000US,Tool & die makers,514111,56767,1969.59,1,56015.8,1121.48
2016,United States,01000US,"Welding, soldering, & brazing workers",514120,584367,7476.16,1,41020.9,338.46
2016,United States,01000US,Prepress technicians & workers,515111,29040,1580.35,1,32676.2,2656.15
2016,United States,01000US,Printing press operators,515112,180062,3925.8,1,35672.3,444.448
2016,United States,01000US,Print binding & finishing workers,515113,22013,1552.05,1,29066.7,1295.8
2016,United States,01000US,Laundry & drycleaning workers,516011,180236,4908.15,1,21279.2,490.056
2016,United States,01000US,"Pressers, textile, garment, & related materials",516021,43839,2029.55,1,20236.2,792.314
2016,United States,01000US,Sewing machine operators,516031,177191,4738.61,1,22342.3,535.662
2016,United States,01000US,Shoe & leather workers,516040,10663,1025.91,1,25668,1929.27
2016,United States,01000US,"Tailors, dressmakers, & sewers",516050,53817,2429.44,1,27655.3,1666.1
2016,United States,01000US,"Textile knitting & weaving machine setters, operators, & tenders",516063,7693,885.167,1,27741.6,1451.03
2016,United States,01000US,"Textile winding, twisting, & drawing out machine setters, operators, & tenders",516064,11517,1067.66,1,26650.9,1511.31
2016,United States,01000US,Upholsterers,516093,25451,1529.11,1,31524.1,1377.65
2016,United States,01000US,Cabinetmakers & bench carpenters,517011,43824,2129.39,1,33256.3,895.32
2016,United States,01000US,Furniture finishers,517021,10868,1089.94,1,29046.9,1776.93
2016,United States,01000US,"Sawing machine setters, operators, & tenders, wood",517041,31579,1559.71,1,27042.4,1061.23
2016,United States,01000US,"Woodworking machine setters, operators, & tenders, except sawing",517042,18604,1311,1,27507.6,2319.31
2016,United States,01000US,"Power plant operators, distributors, & dispatchers",518010,47905,1774.52,1,85924.7,1679.2
2016,United States,01000US,Stationary engineers & boiler operators,518021,91411,2773.35,1,60308.5,1229.4
2016,United States,01000US,Water & wastewater treatment plant & system operators,518031,86371,2932.89,1,48869.2,681.86
2016,United States,01000US,Miscellaneous plant & system operators,518090,41704,2001.06,1,66492.6,1673.77
2016,United States,01000US,"Chemical processing machine setters, operators, & tenders",519010,54931,2227.81,1,54498.7,1400.61
2016,United States,01000US,"Crushing, grinding, polishing, mixing, & blending workers",519020,87712,2784.46,1,38097.2,853.425
2016,United States,01000US,Cutting workers,519030,68401,2516.3,1,27096.9,810.64
2016,United States,01000US,"Extruding, forming, pressing, & compacting machine setters, operators, & tenders",519041,29089,1555.9,1,34956.2,1319.47
2016,United States,01000US,"Furnace, kiln, oven, drier, & kettle operators & tenders",519051,11529,1157.92,1,42459.2,2171.39
2016,United States,01000US,"Inspectors, testers, sorters, samplers, & weighers",519061,789760,7799.48,1,41493.5,329.715
2016,United States,01000US,Jewelers & precious stone & metal workers,519071,29274,1678.25,1,35435.7,1480.96
2016,United States,01000US,"Medical, dental, & ophthalmic laboratory technicians",519080,81105,3017.04,1,35985.7,908.061
2016,United States,01000US,Packaging & filling machine operators & tenders,519111,261608,5948.36,1,25961.2,483.606
2016,United States,01000US,Painting workers,519120,133305,3743.19,1,36922.1,665.915
2016,United States,01000US,Photographic process workers & processing machine operators,519151,35228,1882.56,1,32161.8,1410.77
2016,United States,01000US,Adhesive bonding machine operators & tenders,519191,9906,970.091,1,29382.1,2023.07
2016,United States,01000US,Etchers & engravers,519194,8911,972.302,1,30675.2,2388.92
2016,United States,01000US,"Molders, shapers, & casters, except metal & plastic",519195,26377,1416.18,1,34698.7,1603.61
2016,United States,01000US,"Paper goods machine setters, operators, & tenders",519196,26723,1399.08,1,38602.3,1844.17
2016,United States,01000US,Tire builders,519197,14547,1217.38,1,47481.2,2122.02
2016,United States,01000US,Helpersproduction workers,519198,44839,2125.7,1,23928.5,936.242
2016,United States,01000US,Supervisors of transportation & material moving workers,531000,216229,4185.3,1,52448.9,743.319
2016,United States,01000US,Aircraft pilots & flight engineers,532010,152594,3940.26,1,115183,1884.05
2016,United States,01000US,Air traffic controllers & airfield operations specialists,532020,41986,1916.69,1,85204.3,2629.72
2016,United States,01000US,Flight attendants,532031,98028,3132.98,1,43295.4,801.843
2016,United States,01000US,"Ambulance drivers & attendants, except emergency medical technicians",533011,14424,1338,1,28184.4,2599
2016,United States,01000US,Bus drivers,533020,596815,7540.44,1,27517.6,285.254
2016,United States,01000US,Driver/sales workers & truck drivers,533030,3188704,18207,1,39848,192.587
2016,United States,01000US,Taxi drivers & chauffeurs,533041,305586,5809.07,1,26478.4,473.727
2016,United States,01000US,"Motor vehicle operators, all other",533099,47943,1917.08,1,19594.5,1004.42
2016,United States,01000US,Locomotive engineers & operators,534010,46932,1920.69,1,78219.3,1362.31
2016,United States,01000US,Railroad conductors & yardmasters,534031,50654,2188.8,1,66211.7,1306.74
2016,United States,01000US,Ship & boat captains & operators,535020,41090,1970.67,1,73145.4,2591.87
2016,United States,01000US,Parking lot attendants,536021,85528,3571.04,1,19511.3,667.562
2016,United States,01000US,Automotive & watercraft service attendants-,536031,104450,3884.87,1,21103.8,580.799
2016,United States,01000US,Transportation inspectors,536051,42265,1833.7,1,57787.4,1505.17
2016,United States,01000US,"Transportation attendants, except flight attendants",536061,28561,1812.6,1,25726.3,1698.53
2016,United States,01000US,Crane & tower operators,537021,60649,2405.53,1,58550.2,1427.01
2016,United States,01000US,"Dredge, excavating, & loading machine operators",537030,29939,1738,1,41905.9,1372.88
2016,United States,01000US,Industrial truck & tractor operators,537051,550254,7288.59,1,32286,291.228
2016,United States,01000US,Cleaners of vehicles & equipment,537061,346244,6527.98,1,21211.1,330.802
2016,United States,01000US,"Laborers & freight, stock, & material movers, hand",537062,2142523,15072.8,1,25569.4,163.85
2016,United States,01000US,Machine feeders & offbearers,537063,28258,1524.45,1,26868.8,2077.59
2016,United States,01000US,"Packers & packagers, hand",537064,466577,6430.33,1,20240,224.15
2016,United States,01000US,Pumping station operators,537070,26502,1568.81,1,57516.6,2370.48
2016,United States,01000US,Refuse & recyclable material collectors,537081,89872,2895.01,1,30256.7,874.187
2016,United States,01000US,Military officer special & tactical operations leaders,551010,38190,1920.29,1,68583.8,1818.08
2016,United States,01000US,Firstline enlisted military supervisors,552010,86478,3024.99,1,60735.5,890.695
2016,United States,01000US,Military enlisted tactical operations & air/weapons specialists & crew members,553010,163276,3700.52,1,27301.7,550.906
2016,United States,01000US,"Military, rank not specified",559830,242544,6015.6,1,46147.8,660.929
2016,United States,01000US,Chief executives & legislators,1110XX,1131672,11090.4,1,160293,1143.79
2016,United States,01000US,Advertising & promotions managers,112011,47933,2352.02,1,79271.3,2672.15
2016,United States,01000US,Marketing & sales managers,112020,875138,7391.32,1,99160.4,844.17
2016,United States,01000US,Public relations & fundraising managers,112031,53839,2144.94,1,84878.1,2244.2
2016,United States,01000US,Administrative services managers,113011,139179,3387.21,1,70773.4,1336.26
2016,United States,01000US,Computer & information systems managers,113021,557096,6629.49,1,109834,796.179
2016,United States,01000US,Financial managers,113031,1115922,11598.8,1,98446.1,762.485
2016,United States,01000US,Industrial production managers,113051,230444,3777.26,1,84913.8,978.158
2016,United States,01000US,Purchasing managers,113061,192729,3547.28,1,82016.3,1084.33
2016,United States,01000US,"Transportation, storage, & distribution managers",113071,226488,3913.23,1,60305.9,877.655
2016,United States,01000US,"Farmers, ranchers, & other agricultural managers",119013,266355,4964.47,1,52996.1,1044.24
2016,United States,01000US,Construction managers,119021,508707,7169.8,1,80364.5,696.651
2016,United States,01000US,Education administrators,119030,862908,10286.7,1,70690.6,498.29
2016,United States,01000US,Architectural & engineering managers,119041,148488,3189.9,1,144697,1903.75
2016,United States,01000US,Food service managers,119051,881803,10566.4,1,42912.6,475.78
2016,United States,01000US,Gaming managers,119071,17904,1357.31,1,55124.5,2684.87
2016,United States,01000US,Lodging managers,119081,118162,3564.13,1,53955.2,1820.86
2016,United States,01000US,Medical & health services managers,119111,623764,7596.49,1,83638,745.983
2016,United States,01000US,Natural sciences managers,119121,18910,1195.87,1,105295,5784.93
2016,United States,01000US,"Property, real estate, & community association managers",119141,498319,7329.22,1,64107.4,797.21
2016,United States,01000US,Social & community service managers,119151,347485,5510.64,1,61304.4,820.286
2016,United States,01000US,Miscellaneous managers,119XXX,3647920,18188.7,1,92942,349.548
2016,United States,01000US,"Software developers, applications & systems software",15113X,1108062,10794,1,100422,475.762
2016,United States,01000US,"Miscellaneous mathematical science occupations, including mathematicians & statisticians",1520XX,50630,1958.04,1,85689.5,2698.65
2016,United States,01000US,Biomedical & agricultural engineers,1720XX,17472,1244.34,1,84336.1,2960.59
2016,United States,01000US,"Petroleum, mining & geological engineers, including mining safety engineers",1721XX,40722,2037.44,1,137860,5091.42
2016,United States,01000US,"Miscellaneous engineers, including nuclear engineers",1721YY,504588,6622.79,1,95860.3,726.136
2016,United States,01000US,"Medical scientists, & life scientists, all other",1910XX,137689,3471.8,1,90560.9,1964.26
2016,United States,01000US,"Miscellaneous social scientists, including survey researchers & sociologists",1930XX,43840,1775.5,1,59657.3,2575.82
2016,United States,01000US,Chemical technicians,194031,68891,2174.56,1,53166.2,1016.8
2016,United States,01000US,"Geological & petroleum technicians, & nuclear technicians",1940XX,19970,1352.55,1,74361.7,3122.68
2016,United States,01000US,"Miscellaneous life, physical, & social science technicians, including social science research assistants",1940YY,196813,3762.64,1,37286.8,743.648
2016,United States,01000US,"Miscellaneous community & social service specialists, including health educators & community health workers",21109X,94476,2645.48,1,42244.5,973.428
2016,United States,01000US,"Lawyers, & judges, magistrates, & other judicial workers",2310XX,946602,9100.7,1,152568,1063.55
2016,United States,01000US,"Other education, training, & library workers",2590XX,120245,2977.41,1,46047.8,969.888
2016,United States,01000US,"Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other",2740XX,97555,3169.67,1,50254.4,1490.53
2016,United States,01000US,"Other therapists, including exercise physiologists",29112X,146855,3368.31,1,45281.8,975.216
2016,United States,01000US,Nurse practitioners & nurse midwives,2911XX,126059,3048.06,1,90926.2,1256.49
2016,United States,01000US,"Healthcare support workers, all other, including medical equipment preparers",31909X,153251,3725.56,1,26264.1,611.604
2016,United States,01000US,Miscellaneous law enforcement workers,3330XX,13308,1143.63,1,39375.1,1969.62
2016,United States,01000US,"Lifeguards & other recreational, & all other protective service workers",33909X,171242,3751.55,1,10594.5,356.263
2016,United States,01000US,"Miscellaneous food preparation & serving related workers, including dining room & cafeteria attendants & bartender helpers",3590XX,343197,5353.52,1,12811.6,292.732
2016,United States,01000US,Janitors & building cleaners,37201X,2403567,14866.9,1,23862.4,118.675
2016,United States,01000US,Embalmers & funeral attendants,3940XX,14992,1096,1,23076.5,2194
2016,United States,01000US,Correspondence clerks & order clerks,434XXX,127242,3302.62,1,32105.3,804.245
2016,United States,01000US,"Miscellaneous office & administrative support workers, including desktop publishers",439XXX,589901,7490.79,1,39018.5,322.146
2016,United States,01000US,"Miscellaneous agricultural workers, including animal breeders",4520XX,793702,11495.5,1,20884.2,189.193
2016,United States,01000US,"Construction equipment operators except paving, surfacing, & tamping equipment operators",47207X,323168,6045.8,1,48166.3,509.812
2016,United States,01000US,"Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers",472XXX,119379,4198.68,1,35181,766.51
2016,United States,01000US,"Miscellaneous extraction workers, including roof bolters & helpers",4750XX,75025,2803.89,1,56639.5,1296.69
2016,United States,01000US,"Derrick, rotary drill, & service unit operators, & roustabouts, oil, gas, & mining",4750YY,42842,2137.69,1,72400.9,3496.08
2016,United States,01000US,"Miscellaneous construction workers, including solar photovoltaic installers, septic tank servicers & sewer pipe cleaners",47XXXX,53905,2104.92,1,36493.7,1204.87
2016,United States,01000US,"Electrical & electronics repairers, transportation equipment, & industrial & utility",49209X,21857,1560.76,1,52244.9,2327.83
2016,United States,01000US,Industrial & refractory machinery mechanics,49904X,382677,6053.67,1,50887.4,462.529
2016,United States,01000US,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians",4990XX,241638,4507.19,1,40191.8,533.069
2016,United States,01000US,"Model makers, patternmakers, & molding machine setters, metal & plastic",5140XX,46494,2052.12,1,37479.2,973.234
2016,United States,01000US,"Miscellaneous metal workers & plastic workers, including multiple machine tool setters",514XXX,412235,5974.3,1,35886.4,301.934
2016,United States,01000US,"Textile bleaching & dyeing, & cutting machine setters, operators, & tenders",51606X,9976,1066.82,1,24738.2,1516.41
2016,United States,01000US,"Miscellaneous textile, apparel, & furnishings workers except upholsterers",51609X,18612,1355.59,1,30915.4,1514.26
2016,United States,01000US,"Miscellaneous woodworkers, including model makers & patternmakers",5170XX,22528,1576.29,1,32676.1,1606.54
